"Level","Industry","Session Theme","Role","Products","Room","Venue Name","Session Date","Session Time","Session Start Time","Attendance Category","Session Duration","Enrollment Count","Session Format","Session: Session Name","Session Abstract"
"","Financial Services","Integration; Innovation; Intelligence","Executive; Marketing; Sales","Marketing Cloud; Financial Services Cloud","Keynote Room - North Hall D","Moscone North","Wednesday","11:30 a.m. - 12:30 p.m.","11/8/2017 11:30 AM","Extra Large: > 800","60","723","Breakout","Financial Services Keynote: Build Loyalty by Unlocking Your Firm’s Full Power","Industry and market boundaries continue to disintegrate. There is no clear path or destination, but one trend is consistent - convenience has become the new loyalty. Pioneering firms are using a new technology, artificial intelligence (AI), to create differentiated, convenient experiences. In this keynote, join industry trailblazers Yolande Piazza, CEO of Citi Fintech, Pierre Naudé, CEO of nCino and Premal Shah, President and Co-founder of Kiva.org to learn how they are working with Salesforce to unlock the full power of their financial institution to serve as a trusted partner on their customer’s financial life journey. Plus watch live demonstrations of the expanding capabilities of Salesforce Financial Services Cloud, the world’s #1 CRM, reimagined for financial services."
"","Healthcare; Life Sciences","Innovation","Executive","Health Cloud","Yerba Buena Salon 9","San Francisco Marriott Marquis Hotel","Tuesday","1:00 p.m. - 2:00 p.m.","11/7/2017 1:00 PM","Extra Large: > 800","60","493","Breakout","Healthcare & Life Sciences Keynote: Trailblazing a New Industry Path","The Healthcare and Life Sciences industry is undergoing a seismic shift as government, health insurance companies, and providers seek to drive better outcomes, improve patient experiences, and lower costs. In this session, we will examine how this change is transforming the industry and discuss how all stakeholders can participate in a shared vision for the future. Beginning with where we are today, we will borrow from the learnings of other industries to understand the path ahead and explore what it will take for us to realize a bold tomorrow.

Along the way, industry trailblazers will join us to share how they are already moving forward on this path. Humana and Mount Sinai Health System will discuss how they are optimizing operations and facilitating relationships  across their organizations in order to drive better outcomes, improve patient experiences, and lower costs. Ashfield will share how Life Sciences companies are increasing sales by driving better outcomes. And of course, we will share exciting demos that feature the latest Salesforce technologies and show you how you can become a Healthcare and Life Sciences industry trailblazer."
"","Energy; Government; Manufacturing","","Developer; IT; Salesforce Administrator","Heroku; Platform; Lightning","Keynote Room - North Hall D","Moscone North","Wednesday","1:30 p.m. - 2:30 p.m.","11/8/2017 1:30 PM","Extra Large: > 800","60","698","Breakout","Salesforce Platform Keynote: Empowering IT to Build Around Your Customer","Today over 5 million apps run on the Salesforce Platform. Join us to hear how industry-leading CIOs from Royal Dutch Shell and Amtrak are transforming their businesses with apps and empowering their IT teams to extend the power of the world's leading CRM. Be a part of our exciting announcements as we introduce new features of low-code app dev with Lightning, new AI services with Einstein, new cross-cloud integration tools with Platform Events, and new ways to learn with Trailhead."
"","","Marketing Automation; Mobile; Email","E-Commerce; Executive; Marketing","Marketing Cloud; Service Cloud; Commerce Cloud","Keynote Room - North Hall D","Moscone North","Tuesday","3:30 p.m. - 4:30 p.m.","11/7/2017 3:30 PM","Extra Large: > 800","60","1081","Breakout","B2C Marketing Keynote: Trailblazing in the Age of Intelligent Marketing","Join Salesforce Marketing Cloud and leaders from Hotels.com, Fidelity and Sierra Club to learn how the #1 marketing platform is helping trailblazers deliver personalized journeys that connect marketing to commerce, sales, and service, and win the hearts, minds, and loyalty of consumers. See the latest techniques for orchestrating data, mobile, social, and artificial intelligence to raise the bar on consumer engagement and grow your brand. Be inspired, gain insight, and get ready for the age of intelligent marketing.

Attend for the opportunity to walk away with a $10,000 Hotels.com Dream Vacation. Register to reserve your space today!

Must be present to win. Government and Salesforce employees not eligible. For complete sweepstakes rules, go to https://sfdc.co/b2c-sweeps. Must be 18+."
"","","","Executive; Sales","Sales Cloud; Salesforce CPQ; Salesforce Inbox","Keynote Room - North Hall D","Moscone North","Wednesday","9:30 a.m. - 10:30 a.m.","11/8/2017 9:30 AM","Extra Large: > 800","60","1224","Breakout","Sales Cloud Keynote: Meet the Full Power of the #1 Sales Platform","An intelligent sales process is what frees up your reps to spend time on what they do best, building customer relationships. Join product leaders and trailblazing executives from T-Mobile and Make-a-Wish to learn how the #1 sales platform, featuring Einstein AI, empowers companies to guide reps as they build pipeline, close deals, and create advocates."
"","","Innovation; Customer Support; Intelligence","Executive; Service & Support","Desk.com; Service Cloud; Lightning","Keynote Room - North Hall D","Moscone North","Tuesday","1:30 p.m. - 2:30 p.m.","11/7/2017 1:30 PM","Extra Large: > 800","60","1335","Breakout","Service Cloud Keynote: Transform Your Service with the #1 Service Platform","Customer expectations continue to rise. Customer service organizations must respond by empowering every employee with the skills and tools of the future, engaging customers across every channel, and elevating the role customer service plays in creating opportunity and driving growth. See the latest innovations, such as Lightning and Einstein for Service, and join trailblazing executives from KONE, Hulu, and Marriott to learn how they are leveraging in the Service Cloud Platform to differentiate their brands."
"","","Small & Medium Business; Innovation; Emerging Small Business","Entrepreneur; Executive; Operations","Pardot; Sales Cloud; Service Cloud","Keynote Room - West Level 3","Moscone West","Tuesday","11:30 a.m. - 12:30 p.m.","11/7/2017 11:30 AM","Extra Large: > 800","60","296","Breakout","Small Business Essentials Keynote: Gear Up for Growth","Small and medium businesses (SMBs) drive today's innovation and economic growth. Salesforce is here to help you solve today's issues and prepare for tomorrow's growth. Learn how to find the right customers with Pardot, win more deals with Sales Cloud, and keep customers happy with Service Cloud so you can grow faster and be smarter than ever. Join us to hear from top executives at inspiring companies Stella & Dot, Code.org, and Kabbage as they showcase how they're leveraging the latest innovations from Salesforce, such as Einstein and Lightning, to transform their business operations and customers' lives."
"","Government","Emerging Trends; Leadership; Equality","","","Dreamtalk Stage - Yerba Buena Theater","Yerba Buena Center for the Arts","Wednesday","3:00 p.m. - 3:25 p.m.","11/8/2017 3:00 PM","Large: 400 - 800","30","87","Breakout","Dreamtalk: What's in a Name?","It's been said that we all have at least one doppelganger - how would you feel if yours couldn't be any more different than you are? This is a story in black and white. One Michael Tubbs is African-American and the other, white. One represents American aspirationalism, the other American abhorrence and intolerance. One is an inspirational tale of hope and the richness of the American melting pot, and the other reeks of hate and racism. Every now and then Michael Tubbs, the 27-year-old mayor of Stockton, California, comes across news of the other Michael Tubbs and he cringes. They have the same name but a completely opposite aim in life. In this Dreamtalk, hear how Mayor Tubbs deals with his doppelganger and hear how he is working to improve the lives and outcomes of those who live in his very diverse city, in the spirit of equality and justice, regardless of race or class."
"","","Emerging Trends; Innovation; Intelligence","","Einstein","Dreamtalk Stage - West Level 2","Moscone West","Tuesday","2:05 p.m. - 2:30 p.m.","11/7/2017 2:05 PM","Large: 400 - 800","60","235","Breakout","Dreamtalk: AI for Good - Augmented Intelligence","In this Dreamtalk, Dr. Ming will discuss how her's and other's work developing AI for good, treating diabetes, predicting bipolar, precision farming, and much more, always comes with frightening and complex ethical questions. She'll review how seemingly innocent technologies can have surprisingly negative effects, such as inequality, capture effects, and instability in social networks, along with the emergence of profound disruptions like social dishession and de-professionalization."
"","","Emerging Trends; Innovation; Intelligence","","Einstein","Dreamtalk Stage - Yerba Buena Theater","Yerba Buena Center for the Arts","Tuesday","3:30 p.m. - 4:30 p.m.","11/7/2017 3:30 PM","Large: 400 - 800","60","538","Breakout","Fortune CEO Series: How AI is Transforming the Future of Business","The impact of artificial intelligence has already spread far beyond the computer science lab. Indeed, a recent Accenture report suggests that AI will double economic growth rates by 2035. In this panel, luminaries from academia and business will share how AI will help companies drive productivity, innovation, and growth. They'll also share their predictions about how AI's impact on the world of business will change over the next five years and beyond."
